feature,importance
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_TSTC/TSCĐ (daily)_lag_6,8.027869218870363e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_FA_Turn (daily)_lag_3,8.022949504099937e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_P/E (daily)_lag_5,8.021074520209385e-06
CMG_financial_data_processed_ROAA (daily)_lag_6,7.916183492333717e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_IT (daily)_lag_3,7.87065192803093e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_ST/E (daily)_ma_3_days,7.81062699196005e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_CPLV/DTT (daily)_lag_5,7.772543150550769e-06
CMG_financial_data_processed_ROS (daily)_lag_7,7.697701819154633e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_RT (daily)_ma_7_days,7.635875528692706e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_CWIP/FA (daily)_ma_3_days,7.58129642986419e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_KTTL (daily)_lag_3,7.571774224380358e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_TSCĐ/TTS (daily)_ma_3_days,7.4881394255025985e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_P/S (daily),7.2788987018896024e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ (of FPT_CMG)_processed_ST/E (daily)_lag_2,7.158933867024331e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_Debt/TTS (daily)_lag_7,7.065114352898002e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_EQ_Turn (daily)_lag_7,7.03981906250616e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_TSCĐ/TTS (daily)_lag_3,6.997483412858533e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_P/E (daily)_lag_3,6.894557343977271e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_Debt/E (daily),6.879978509711268e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin_Phần mềm và dịch vụ_Phần mềm (of FPT_CMG)_processed_GROW_LNST (daily)_ma_7_days,6.769305904252419e-06
financialreport_metrics_Nhóm ngành_Công nghệ thông tin (of FPT_CMG)_processed_EQ_Turn (daily)_lag_7,6.695996008076724e-06
